L1,L2,Spherical,Coma,Astig,CLon,EFFL_mm,MS_d,GEO_over_Airy,RMS_over_Airy,GEO_R_avg_mm,RMS_R_avg_mm,EE_info,source_file,source_path,EE1,EE2,EE3,EE4
K-PFK80,F14HT,-14.14,-9.73,3.21,18.04,9127.209537,4.92081e-06,35.62,21.71,79.319884,48.343924,"[27.28191724439261, 48.2307468712105, 48.410414472700886, 60.66942804134002]",metrics_K-PFK80_F14HT.txt,Results\metrics_K-PFK80_F14HT.txt,27.28191724439261,48.2307468712105,48.410414472700886,60.66942804134002
K-PFK80,F2HT,-21.38,-9.0,14.49,14.89,9127.191114,-2.34386e-05,42.5,20.95,94.63059,46.650931,"[24.290614671965137, 35.76167150161103, 36.07101472698, 53.990111558856555]",metrics_K-PFK80_F2HT.txt,Results\metrics_K-PFK80_F2HT.txt,24.290614671965137,35.76167150161103,36.07101472698,53.990111558856555
K-PFK80,F3,-19.9,-8.77,12.99,15.35,9127.203797,-1.99924e-05,42.26,20.77,94.088572,46.257163,"[25.241170671623642, 36.391240542567054, 35.1569627259286, 47.34657901398751]",metrics_K-PFK80_F3.txt,Results\metrics_K-PFK80_F3.txt,25.241170671623642,36.391240542567054,35.1569627259286,47.34657901398751
K-PFK80,F8,-16.84,-10.07,5.63,19.62,9127.185445,7.00724e-06,51.98,23.55,115.73147,52.426829,"[36.81483930562912, 42.0474404762186, 41.965094358912836, 42.463127235043615]",metrics_K-PFK80_F8.txt,Results\metrics_K-PFK80_F8.txt,36.81483930562912,42.0474404762186,41.965094358912836,42.463127235043615
K-PFK80,F8HT,-16.84,-10.07,5.62,19.57,9127.185449,4.11654e-06,47.17,22.63,105.039992,50.393838,"[34.94179038522338, 44.62348968505506, 44.93843852067564, 47.5101700617752]",metrics_K-PFK80_F8HT.txt,Results\metrics_K-PFK80_F8HT.txt,34.94179038522338,44.62348968505506,44.93843852067564,47.5101700617752
K-PFK80,LZ_F1,-16.66,-10.23,4.98,16.37,9127.200658,3.02468e-06,39.77,20.54,88.550366,45.727922,"[22.158875002787045, 45.08360182306316, 45.368634058964716, 52.5330551886171]",metrics_K-PFK80_LZ_F1.txt,Results\metrics_K-PFK80_LZ_F1.txt,22.158875002787045,45.08360182306316,45.368634058964716,52.5330551886171
K-PFK80,LZ_F8,-20.88,-9.04,13.91,13.85,9127.193259,-2.45202e-05,39.79,21.1,88.599307,46.990704,"[24.2071062973311, 37.89370362383126, 37.90644505078042, 58.29652002133278]",metrics_K-PFK80_LZ_F8.txt,Results\metrics_K-PFK80_LZ_F8.txt,24.2071062973311,37.89370362383126,37.90644505078042,58.29652002133278
,,-18.81,-9.05,11.5,20.78,9127.192089,-1.33258e-06,64.34,31.06,143.250205,69.164951,"[38.71285225113601, 43.13011204536423, 43.48858510774984, 77.91012813311659]",metrics_K-PFK80_M__ADF355.txt,Results\metrics_K-PFK80_M__ADF355.txt,38.71285225113601,43.13011204536423,43.48858510774984,77.91012813311659
,,-17.19,-8.82,10.22,18.95,9127.187774,-1.21069e-05,49.64,26.2,110.519012,58.343819,"[25.756875806646814, 53.14614962919737, 52.94801881987715, 75.60028318494372]",metrics_K-PFK80_M__BAFD1.txt,Results\metrics_K-PFK80_M__BAFD1.txt,25.756875806646814,53.14614962919737,52.94801881987715,75.60028318494372
,,-17.26,-10.32,5.48,22.11,9127.194609,1.1114e-05,65.26,28.28,145.315951,62.97344,"[40.35951098728177, 38.11957446470399, 37.98188126715175, 49.16422083015]",metrics_K-PFK80_M__BAFD3.txt,Results\metrics_K-PFK80_M__BAFD3.txt,40.35951098728177,38.11957446470399,37.98188126715175,49.16422083015
,,-16.09,-10.24,4.65,18.82,9127.194837,5.28968e-06,42.35,21.53,94.292929,47.947284,"[30.467276285332193, 46.48626791578845, 46.92956212102206, 39.285750081200476]",metrics_K-PFK80_M__C04-38.txt,Results\metrics_K-PFK80_M__C04-38.txt,30.467276285332193,46.48626791578845,46.92956212102206,39.285750081200476
,,-20.87,-9.01,13.92,15.37,9127.192908,-2.19481e-05,42.31,20.75,94.213867,46.192368,"[24.528642520503418, 35.62806279476855, 35.53199168467966, 51.25950117583211]",metrics_K-PFK80_M__C20-36.txt,Results\metrics_K-PFK80_M__C20-36.txt,24.528642520503418,35.62806279476855,35.53199168467966,51.25950117583211
,,-17.82,-8.83,10.64,14.56,9127.205955,-1.71067e-05,36.12,18.86,80.433546,41.983286,"[19.073463078747814, 35.01813492051752, 34.69202980488471, 50.63151561935068]",metrics_K-PFK80_M__C26-36.txt,Results\metrics_K-PFK80_M__C26-36.txt,19.073463078747814,35.01813492051752,34.69202980488471,50.63151561935068
,,-19.39,-9.14,12.19,13.97,9127.190244,-1.97105e-05,37.56,19.93,83.624991,44.384291,"[18.87201805648271, 35.69326523428262, 35.788937990321145, 54.55955121922766]",metrics_K-PFK80_M__C37-35.txt,Results\metrics_K-PFK80_M__C37-35.txt,18.87201805648271,35.69326523428262,35.788937990321145,54.55955121922766
,,-17.8,-8.83,10.62,14.62,9127.205924,-1.52336e-05,37.11,18.68,82.639347,41.591118,"[20.63044887731195, 34.3639795650872, 34.88652185494019, 48.38777898378852]",metrics_K-PFK80_M__E-F1.txt,Results\metrics_K-PFK80_M__E-F1.txt,20.63044887731195,34.3639795650872,34.88652185494019,48.38777898378852
,,-19.54,-8.84,12.82,16.39,9127.191786,-1.70496e-05,46.59,23.81,103.728512,53.008598,"[26.684175373917913, 42.872263331462776, 42.979119813397546, 67.15646068735846]",metrics_K-PFK80_M__E-F3.txt,Results\metrics_K-PFK80_M__E-F3.txt,26.684175373917913,42.872263331462776,42.979119813397546,67.15646068735846
,,-20.68,-9.01,13.73,14.9,9127.193401,-2.88821e-05,39.75,22.37,88.499736,49.802649,"[25.27046011661096, 42.69103426407919, 43.09824694734499, 62.418510874203825]",metrics_K-PFK80_M__F11.txt,Results\metrics_K-PFK80_M__F11.txt,25.27046011661096,42.69103426407919,43.09824694734499,62.418510874203825
,,-14.53,-9.34,4.65,18.35,9127.190977,2.48103e-06,37.38,22.76,83.223779,50.667566,"[30.743931838074214, 48.031305633901624, 47.989993342521274, 63.78213414765115]",metrics_K-PFK80_M__F14HT.txt,Results\metrics_K-PFK80_M__F14HT.txt,30.743931838074214,48.031305633901624,47.989993342521274,63.78213414765115
,,-20.87,-9.01,13.92,15.46,9127.192902,-2.18502e-05,42.5,20.79,94.641688,46.302541,"[24.774948783768494, 35.864665412233904, 35.41135380158223, 50.65483185624639]",metrics_K-PFK80_M__F2HT.txt,Results\metrics_K-PFK80_M__F2HT.txt,24.774948783768494,35.864665412233904,35.41135380158223,50.65483185624639
,,-21.27,-8.87,14.17,15.81,9127.20414,-2.10889e-05,44.15,21.36,98.304561,47.550455,"[26.644394192366676, 36.19314728005695, 36.78511182822862, 48.06971728729176]",metrics_K-PFK80_M__F3.txt,Results\metrics_K-PFK80_M__F3.txt,26.644394192366676,36.19314728005695,36.78511182822862,48.06971728729176
,,-12.41,-9.85,1.64,19.95,9127.205761,1.1223e-05,46.25,25.78,102.989183,57.400404,"[35.4288003366687, 53.775627488324034, 53.78477413278269, 72.59865127390952]",metrics_K-PFK80_M__F8.txt,Results\metrics_K-PFK80_M__F8.txt,35.4288003366687,53.775627488324034,53.78477413278269,72.59865127390952
,,-12.4,-9.85,1.64,19.9,9127.205759,8.40349e-06,41.63,25.5,92.688753,56.788815,"[32.33080142227844, 55.62043466186917, 55.68660133685941, 73.98141461880684]",metrics_K-PFK80_M__F8HT.txt,Results\metrics_K-PFK80_M__F8HT.txt,32.33080142227844,55.62043466186917,55.68660133685941,73.98141461880684
,,-19.55,-8.85,12.83,16.24,9127.191803,-2.03073e-05,43.4,22.0,96.629578,48.981977,"[26.710380995385925, 38.94199356738066, 39.326468692473796, 54.73636662008204]",metrics_K-PFK80_M__LZ_F1.txt,Results\metrics_K-PFK80_M__LZ_F1.txt,26.710380995385925,38.94199356738066,39.326468692473796,54.73636662008204
,,-17.49,-8.91,10.52,14.59,9127.188177,-1.80324e-05,35.81,19.01,79.744618,42.329367,"[18.617954769780734, 34.881529390530474, 34.761659773286624, 52.17458157877289]",metrics_K-PFK80_M__LZ_F8.txt,Results\metrics_K-PFK80_M__LZ_F8.txt,18.617954769780734,34.881529390530474,34.761659773286624,52.17458157877289
,,-20.64,-9.01,13.69,14.81,9127.193427,-2.18654e-05,38.72,21.87,86.213149,48.702653,"[20.62268473091099, 42.08079739858375, 42.44602722002276, 61.9272856715486]",metrics_K-PFK80_M__PBM11.txt,Results\metrics_K-PFK80_M__PBM11.txt,20.62268473091099,42.08079739858375,42.44602722002276,61.9272856715486
,,-11.58,-9.78,0.86,19.3,9127.207314,8.81414e-06,38.01,25.39,84.6242,56.528444,"[30.490268372296, 56.84587049770552, 56.72452266599838, 75.80495630608715]",metrics_K-PFK80_M__PBM18Y.txt,Results\metrics_K-PFK80_M__PBM18Y.txt,30.490268372296,56.84587049770552,56.72452266599838,75.80495630608715
,,-20.88,-9.01,13.94,15.33,9127.192912,-2.21617e-05,42.23,20.76,94.025887,46.224227,"[24.390388411389093, 35.7260260131674, 35.59154527274355, 51.2648722259886]",metrics_K-PFK80_M__PBM2Y.txt,Results\metrics_K-PFK80_M__PBM2Y.txt,24.390388411389093,35.7260260131674,35.59154527274355,51.2648722259886
,,-21.23,-8.94,14.41,16.31,9127.190155,-2.2192e-05,45.59,22.47,101.504252,50.042959,"[28.224414848830165, 38.15745943279046, 38.20485620502569, 52.94738805036446]",metrics_K-PFK80_M__PBM3.txt,Results\metrics_K-PFK80_M__PBM3.txt,28.224414848830165,38.15745943279046,38.20485620502569,52.94738805036446
,,-12.42,-9.85,1.66,20.0,9127.205776,8.55048e-06,42.38,25.64,94.368422,57.091042,"[32.7563171551562, 55.914328932948756, 55.872461893032906, 74.71840971200604]",metrics_K-PFK80_M__PBM8Y.txt,Results\metrics_K-PFK80_M__PBM8Y.txt,32.7563171551562,55.914328932948756,55.872461893032906,74.71840971200604
,,-20.66,-9.15,13.11,12.76,9127.205039,-1.61777e-05,38.58,20.61,85.913448,45.892424,"[21.26372359062338, 38.92860990837639, 39.053446414683464, 56.03444369296032]",metrics_K-PFK80_M__SF7.txt,Results\metrics_K-PFK80_M__SF7.txt,21.26372359062338,38.92860990837639,39.053446414683464,56.03444369296032
K-PFK80,PBM11,-21.27,-9.01,14.35,14.23,9127.191665,-2.70028e-05,40.23,22.89,89.584191,50.958952,"[26.68849602803997, 44.188766660966664, 44.328000738826034, 63.613071951023954]",metrics_K-PFK80_PBM11.txt,Results\metrics_K-PFK80_PBM11.txt,26.68849602803997,44.188766660966664,44.328000738826034,63.613071951023954
K-PFK80,PBM18Y,-17.08,-10.09,5.8,19.04,9127.185047,3.49561e-06,45.35,21.98,100.972726,48.940005,"[34.26481206965654, 43.28257482810274, 43.165131119368056, 46.48024999356174]",metrics_K-PFK80_PBM18Y.txt,Results\metrics_K-PFK80_PBM18Y.txt,34.26481206965654,43.28257482810274,43.165131119368056,46.48024999356174
K-PFK80,PBM2Y,-21.38,-9.0,14.49,14.76,9127.191102,-2.37441e-05,42.22,20.95,94.015756,46.653959,"[23.904845431130042, 35.65040692399701, 35.60217726711838, 54.10078454949491]",metrics_K-PFK80_PBM2Y.txt,Results\metrics_K-PFK80_PBM2Y.txt,23.904845431130042,35.65040692399701,35.60217726711838,54.10078454949491
K-PFK80,PBM3,-16.77,-10.22,5.08,16.55,9127.200713,3.65035e-06,40.23,20.43,89.578845,45.492024,"[22.991644895443898, 45.62788744833066, 45.52690933545345, 52.48272608458841]",metrics_K-PFK80_PBM3.txt,Results\metrics_K-PFK80_PBM3.txt,22.991644895443898,45.62788744833066,45.52690933545345,52.48272608458841
K-PFK80,PBM8Y,-16.85,-10.06,5.64,19.68,9127.185454,4.26808e-06,47.97,22.82,106.800555,50.813715,"[35.35354618187236, 45.231247696351474, 45.28675072850914, 47.39990982175897]",metrics_K-PFK80_PBM8Y.txt,Results\metrics_K-PFK80_PBM8Y.txt,35.35354618187236,45.231247696351474,45.28675072850914,47.39990982175897
K-PFK80,SF7,-8.42,-9.86,-1.75,12.28,9127.19893,7.91037e-06,37.9,22.57,84.396042,50.248105,"[7.68945117173736, 49.4479575630522, 49.317638084655044, 74.62881044641301]",metrics_K-PFK80_SF7.txt,Results\metrics_K-PFK80_SF7.txt,7.68945117173736,49.4479575630522,49.317638084655044,74.62881044641301
K-PFK85,ADF355,-16.84,-9.65,7.46,17.72,9127.194634,8.28561e-06,50.72,22.72,112.931683,50.590874,"[35.38148912690087, 34.569295961606755, 34.082859294062985, 30.564348105839407]",metrics_K-PFK85_ADF355.txt,Results\metrics_K-PFK85_ADF355.txt,35.38148912690087,34.569295961606755,34.082859294062985,30.564348105839407
K-PFK85,BAFD1,-19.57,-9.24,12.06,15.5,9127.192382,-9.41389e-06,39.63,20.05,88.230526,44.635075,"[21.16200337992798, 36.68337074517018, 36.092708646760016, 46.27642414009304]",metrics_K-PFK85_BAFD1.txt,Results\metrics_K-PFK85_BAFD1.txt,21.16200337992798,36.68337074517018,36.092708646760016,46.27642414009304
K-PFK85,BAFD3,-16.88,-8.85,9.76,17.08,9127.19004,-1.15265e-05,46.82,25.11,104.260689,55.915975,"[22.428821284884663, 52.73092646283834, 52.61329057269674, 73.47855104728659]",metrics_K-PFK85_BAFD3.txt,Results\metrics_K-PFK85_BAFD3.txt,22.428821284884663,52.73092646283834,52.61329057269674,73.47855104728659
K-PFK85,C04-38,-16.76,-8.85,9.69,14.55,9127.189694,-1.41705e-05,37.87,19.39,84.31159,43.17597,"[22.313324997591167, 35.47204382678682, 35.20397647005774, 47.07658932915375]",metrics_K-PFK85_C04-38.txt,Results\metrics_K-PFK85_C04-38.txt,22.313324997591167,35.47204382678682,35.20397647005774,47.07658932915375
K-PFK85,C20-36,-19.87,-9.23,12.44,11.92,9127.191218,-1.79913e-05,37.63,20.57,83.798408,45.804499,"[21.672316840199898, 39.806754241594206, 39.71805865932393, 57.31687346064777]",metrics_K-PFK85_C20-36.txt,Results\metrics_K-PFK85_C20-36.txt,21.672316840199898,39.806754241594206,39.71805865932393,57.31687346064777
K-PFK85,C26-36,-7.65,-9.59,-2.03,11.0,9127.197108,5.16093e-06,36.72,22.55,81.758634,50.201849,"[4.286426178480504, 51.4849718745278, 51.42031049460937, 76.30328215639409]",metrics_K-PFK85_C26-36.txt,Results\metrics_K-PFK85_C26-36.txt,4.286426178480504,51.4849718745278,51.42031049460937,76.30328215639409
K-PFK85,C37-35,-18.24,-9.74,8.89,10.31,9127.194354,-8.70508e-06,39.56,23.46,88.08508,52.24,"[14.010246405611294, 50.85858997850236, 50.67975169451526, 68.87268469558269]",metrics_K-PFK85_C37-35.txt,Results\metrics_K-PFK85_C37-35.txt,14.010246405611294,50.85858997850236,50.67975169451526,68.87268469558269
K-PFK85,E-F1,-19.7,-9.3,12.15,10.96,9127.192759,-1.63446e-05,37.88,21.08,84.351962,46.92674,"[24.19016012626693, 41.67160676878265, 41.48554936787998, 57.19912392971209]",metrics_K-PFK85_E-F1.txt,Results\metrics_K-PFK85_E-F1.txt,24.19016012626693,41.67160676878265,41.48554936787998,57.19912392971209
K-PFK85,E-F3,-18.79,-8.97,11.35,12.98,9127.204574,-1.51855e-05,37.49,18.55,83.478861,41.296495,"[20.818969082687957, 33.17030798086391, 32.96555365647626, 47.89614436407494]",metrics_K-PFK85_E-F3.txt,Results\metrics_K-PFK85_E-F3.txt,20.818969082687957,33.17030798086391,32.96555365647626,47.89614436407494
K-PFK85,F11,-18.42,-9.07,10.85,11.52,9127.202689,-2.1789e-05,41.42,24.55,92.233578,54.656096,"[19.066724613773204, 52.07791168586165, 52.72919638690778, 75.84984417916611]",metrics_K-PFK85_F11.txt,Results\metrics_K-PFK85_F11.txt,19.066724613773204,52.07791168586165,52.72919638690778,75.84984417916611
K-PFK85,F14HT,-16.96,-8.83,9.94,14.75,9127.188456,-1.47204e-05,38.68,20.02,86.131001,44.585498,"[22.95245557479759, 36.54169316768418, 36.4225212909123, 51.28687626683254]",metrics_K-PFK85_F14HT.txt,Results\metrics_K-PFK85_F14HT.txt,22.95245557479759,36.54169316768418,36.4225212909123,51.28687626683254
K-PFK85,F2HT,-19.86,-9.23,12.43,12.01,9127.191226,-1.78206e-05,37.53,20.44,83.566053,45.507989,"[20.97575028087885, 39.20975895991825, 39.029820293450854, 57.00296398378405]",metrics_K-PFK85_F2HT.txt,Results\metrics_K-PFK85_F2HT.txt,20.97575028087885,39.20975895991825,39.029820293450854,57.00296398378405
K-PFK85,F3,-19.36,-9.16,12.03,12.42,9127.190673,-1.39529e-05,36.22,19.29,80.642315,42.955869,"[15.314524374853931, 36.01109902218346, 36.42890679930776, 54.70122872033309]",metrics_K-PFK85_F3.txt,Results\metrics_K-PFK85_F3.txt,15.314524374853931,36.01109902218346,36.42890679930776,54.70122872033309
K-PFK85,F8,-20.4,-8.82,13.29,15.73,9127.202414,-1.72562e-05,48.65,25.01,108.320111,55.69269,"[27.5113215980913, 45.99585201098835, 45.76969299601595, 71.31643764588938]",metrics_K-PFK85_F8.txt,Results\metrics_K-PFK85_F8.txt,27.5113215980913,45.99585201098835,45.76969299601595,71.31643764588938
K-PFK85,F8HT,-20.41,-8.82,13.29,15.69,9127.202413,-1.93704e-05,46.2,23.57,102.879801,52.490789,"[29.123949925173235, 42.52508237570039, 41.95881701522329, 64.91761738226806]",metrics_K-PFK85_F8HT.txt,Results\metrics_K-PFK85_F8HT.txt,29.123949925173235,42.52508237570039,41.95881701522329,64.91761738226806
K-PFK85,LZ_F1,-18.8,-8.97,11.36,12.83,9127.204578,-1.90897e-05,36.11,19.32,80.393968,43.007564,"[18.22684080806166, 34.088639981289525, 34.065981743454444, 53.39303471426423]",metrics_K-PFK85_LZ_F1.txt,Results\metrics_K-PFK85_LZ_F1.txt,18.22684080806166,34.088639981289525,34.065981743454444,53.39303471426423
K-PFK85,LZ_F8,-19.91,-9.3,12.36,10.91,9127.192459,-1.91797e-05,39.38,22.81,87.680655,50.799469,"[26.153994471470227, 45.80870458424827, 45.886062904439186, 63.77460673185578]",metrics_K-PFK85_LZ_F8.txt,Results\metrics_K-PFK85_LZ_F8.txt,26.153994471470227,45.80870458424827,45.886062904439186,63.77460673185578
,,-16.96,-9.7,7.5,17.85,9127.194317,8.578e-06,52.18,23.32,116.191289,51.929678,"[35.90039718378524, 32.70420656163724, 32.94701209360839, 33.12088580634399]",metrics_K-PFK85_M__ADF355.txt,Results\metrics_K-PFK85_M__ADF355.txt,35.90039718378524,32.70420656163724,32.94701209360839,33.12088580634399
,,-17.28,-9.55,8.13,15.76,9127.19485,-2.66412e-06,35.12,18.63,78.198544,41.472042,"[22.723314295267194, 38.65602121645467, 38.846070867370685, 46.635855774294456]",metrics_K-PFK85_M__BAFD1.txt,Results\metrics_K-PFK85_M__BAFD1.txt,22.723314295267194,38.65602121645467,38.846070867370685,46.635855774294456
,,-18.03,-8.85,10.66,17.13,9127.204751,-6.02706e-06,45.72,26.15,101.802584,58.215598,"[26.019896589023663, 56.0269371099902, 55.63770789993906, 77.34172852328948]",metrics_K-PFK85_M__BAFD3.txt,Results\metrics_K-PFK85_M__BAFD3.txt,26.019896589023663,56.0269371099902,55.63770789993906,77.34172852328948
,,-17.86,-8.84,10.55,14.58,9127.204897,-1.52136e-05,39.0,19.49,86.837452,43.400101,"[22.855568796810886, 35.14651173274663, 34.942255010569, 45.89049144359191]",metrics_K-PFK85_M__C04-38.txt,Results\metrics_K-PFK85_M__C04-38.txt,22.855568796810886,35.14651173274663,34.942255010569,45.89049144359191
,,-19.72,-9.27,12.19,12.0,9127.192127,-1.71898e-05,37.35,20.41,83.162086,45.453515,"[20.114161368293516, 39.53780476054497, 39.351372231663326, 56.75568511426492]",metrics_K-PFK85_M__C20-36.txt,Results\metrics_K-PFK85_M__C20-36.txt,20.114161368293516,39.53780476054497,39.351372231663326,56.75568511426492
,,-18.32,-9.66,9.11,10.89,9127.194414,-9.75349e-06,38.6,22.49,85.937837,50.076008,"[15.87436143388397, 48.06879583225644, 47.73580491871981, 64.6635611641724]",metrics_K-PFK85_M__C26-36.txt,Results\metrics_K-PFK85_M__C26-36.txt,15.87436143388397,48.06879583225644,47.73580491871981,64.6635611641724
,,-18.01,-9.78,8.58,10.41,9127.194158,-7.91315e-06,39.27,23.3,87.443261,51.878335,"[13.651628964450726, 50.660745336129814, 50.35711528324657, 69.36284748513042]",metrics_K-PFK85_M__C37-35.txt,Results\metrics_K-PFK85_M__C37-35.txt,13.651628964450726,50.660745336129814,50.35711528324657,69.36284748513042
,,-18.33,-9.66,9.11,10.96,9127.194418,-8.10393e-06,37.53,21.23,83.557466,47.279357,"[13.738924895528797, 44.85070549759713, 44.32091831533201, 59.79341393465791]",metrics_K-PFK85_M__E-F1.txt,Results\metrics_K-PFK85_M__E-F1.txt,13.738924895528797,44.85070549759713,44.32091831533201,59.79341393465791
,,-19.19,-9.15,11.84,13.02,9127.190734,-1.61579e-05,38.26,18.9,85.19227,42.082838,"[21.320238368433767, 33.2531461468551, 33.53383232016751, 48.859548576015854]",metrics_K-PFK85_M__E-F3.txt,Results\metrics_K-PFK85_M__E-F3.txt,21.320238368433767,33.2531461468551,33.53383232016751,48.859548576015854
,,-17.18,-9.13,9.69,11.66,9127.194233,-1.99617e-05,39.91,23.83,88.859216,53.055739,"[17.486073972204387, 51.78246689782355, 51.7544536621079, 73.76126628935678]",metrics_K-PFK85_M__F11.txt,Results\metrics_K-PFK85_M__F11.txt,17.486073972204387,51.78246689782355,51.7544536621079,73.76126628935678
,,-16.24,-8.76,8.93,14.85,9127.202981,-1.24068e-05,37.39,19.63,83.246474,43.7186,"[20.68353638401237, 36.758305228418386, 36.48430334472369, 50.1040995736886]",metrics_K-PFK85_M__F14HT.txt,Results\metrics_K-PFK85_M__F14HT.txt,20.68353638401237,36.758305228418386,36.48430334472369,50.1040995736886
,,-19.71,-9.27,12.19,12.09,9127.192121,-1.70817e-05,37.25,20.29,82.947372,45.174321,"[19.486280972618424, 38.78233647925788, 39.08713582435522, 56.34673984317995]",metrics_K-PFK85_M__F2HT.txt,Results\metrics_K-PFK85_M__F2HT.txt,19.486280972618424,38.78233647925788,39.08713582435522,56.34673984317995
,,-19.78,-9.23,12.33,12.47,9127.191228,-1.66383e-05,37.08,19.68,82.570482,43.82813,"[17.131061400176385, 35.959066514836636, 35.83138072781853, 54.382022896680496]",metrics_K-PFK85_M__F3.txt,Results\metrics_K-PFK85_M__F3.txt,17.131061400176385,35.959066514836636,35.83138072781853,54.382022896680496
,,-16.5,-8.77,9.5,15.97,9127.188367,-1.09113e-05,45.52,24.56,101.349571,54.679827,"[19.980814653015393, 52.475045741831025, 52.11909120110923, 71.59240532044137]",metrics_K-PFK85_M__F8.txt,Results\metrics_K-PFK85_M__F8.txt,19.980814653015393,52.475045741831025,52.11909120110923,71.59240532044137
,,-16.51,-8.77,9.5,15.93,9127.188369,-1.29488e-05,42.06,23.47,93.660215,52.25293,"[21.31935151262313, 46.98435764923758, 46.85251342140643, 70.14355775767147]",metrics_K-PFK85_M__F8HT.txt,Results\metrics_K-PFK85_M__F8HT.txt,21.31935151262313,46.98435764923758,46.85251342140643,70.14355775767147
,,-19.2,-9.15,11.85,12.87,9127.190746,-1.6981e-05,36.35,19.39,80.934825,43.177545,"[17.113250916678403, 35.8042671994353, 36.01122073371563, 53.94832567656682]",metrics_K-PFK85_M__LZ_F1.txt,Results\metrics_K-PFK85_M__LZ_F1.txt,17.113250916678403,35.8042671994353,36.01122073371563,53.94832567656682
,,-18.19,-9.64,8.99,10.92,9127.194513,-1.06074e-05,39.06,22.97,86.982926,51.137365,"[16.69384929882786, 49.0190879375274, 49.10018331758296, 67.18068831948642]",metrics_K-PFK85_M__LZ_F8.txt,Results\metrics_K-PFK85_M__LZ_F8.txt,16.69384929882786,49.0190879375274,49.10018331758296,67.18068831948642
,,-17.19,-9.13,9.69,11.56,9127.194239,-1.99667e-05,40.19,23.99,89.498248,53.415581,"[17.20044883310394, 51.915716137812396, 51.751473070082945, 74.98523392479865]",metrics_K-PFK85_M__PBM11.txt,Results\metrics_K-PFK85_M__PBM11.txt,17.20044883310394,51.915716137812396,51.751473070082945,74.98523392479865
,,-15.97,-8.49,8.72,15.54,9127.202617,-1.1083e-05,39.85,22.28,88.725953,49.615428,"[19.424438214001242, 44.32841317516504, 44.03399763629916, 66.42985596877841]",metrics_K-PFK85_M__PBM18Y.txt,Results\metrics_K-PFK85_M__PBM18Y.txt,19.424438214001242,44.32841317516504,44.03399763629916,66.42985596877841
,,-19.72,-9.27,12.2,11.96,9127.192134,-1.737e-05,37.39,20.5,83.244373,45.643381,"[20.29309518957391, 39.83237906852395, 39.835473493046685, 56.746600451476105]",metrics_K-PFK85_M__PBM2Y.txt,Results\metrics_K-PFK85_M__PBM2Y.txt,20.29309518957391,39.83237906852395,39.835473493046685,56.746600451476105
,,-19.19,-9.15,11.84,13.02,9127.190743,-1.35306e-05,35.97,18.97,80.098991,42.240136,"[16.279374918807378, 35.03073715663943, 35.08873265098707, 53.278705244158544]",metrics_K-PFK85_M__PBM3.txt,Results\metrics_K-PFK85_M__PBM3.txt,16.279374918807378,35.03073715663943,35.08873265098707,53.278705244158544
,,-16.5,-8.77,9.5,16.02,9127.188367,-1.28579e-05,42.52,23.74,94.679376,52.861517,"[21.251213877556744, 47.83128258102592, 47.65362943656686, 70.81939819239332]",metrics_K-PFK85_M__PBM8Y.txt,Results\metrics_K-PFK85_M__PBM8Y.txt,21.251213877556744,47.83128258102592,47.65362943656686,70.81939819239332
,,-17.96,-9.83,8.45,9.17,9127.194067,-6.16327e-06,40.93,24.7,91.142051,54.99681,"[10.102846973878012, 53.880464702740824, 54.45251779615543, 73.35796293650117]",metrics_K-PFK85_M__SF7.txt,Results\metrics_K-PFK85_M__SF7.txt,10.102846973878012,53.880464702740824,54.45251779615543,73.35796293650117
K-PFK85,PBM11,-18.42,-9.07,10.85,11.43,9127.202699,-2.18099e-05,41.69,24.71,92.83687,55.00927,"[18.790992939957302, 52.50607837278324, 53.04237408719114, 76.29656313804162]",metrics_K-PFK85_PBM11.txt,Results\metrics_K-PFK85_PBM11.txt,18.790992939957302,52.50607837278324,53.04237408719114,76.29656313804162
K-PFK85,PBM18Y,-19.38,-8.77,12.37,15.26,9127.201834,-1.82375e-05,44.13,22.63,98.269558,50.38967,"[27.434857557242005, 40.472596147199724, 40.27654615245497, 61.86253311080698]",metrics_K-PFK85_PBM18Y.txt,Results\metrics_K-PFK85_PBM18Y.txt,27.434857557242005,40.472596147199724,40.27654615245497,61.86253311080698
K-PFK85,PBM2Y,-19.96,-9.24,12.52,11.87,9127.191161,-1.82079e-05,37.77,20.7,84.089295,46.09826,"[22.096011055421442, 40.18036347027873, 39.926781430969555, 57.56821039250457]",metrics_K-PFK85_PBM2Y.txt,Results\metrics_K-PFK85_PBM2Y.txt,22.096011055421442,40.18036347027873,39.926781430969555,57.56821039250457
K-PFK85,PBM3,-18.65,-9.07,11.41,12.98,9127.190265,-1.88738e-05,36.24,19.19,80.690419,42.736527,"[18.666171959709843, 33.97971715179388, 34.2254092640319, 52.30427896748219]",metrics_K-PFK85_PBM3.txt,Results\metrics_K-PFK85_PBM3.txt,18.666171959709843,33.97971715179388,34.2254092640319,52.30427896748219
K-PFK85,PBM8Y,-20.4,-8.82,13.29,15.78,9127.202416,-1.92731e-05,46.53,23.86,103.606361,53.120428,"[29.050311262156292, 43.537343862642146, 43.31893261229236, 65.60065132528004]",metrics_K-PFK85_PBM8Y.txt,Results\metrics_K-PFK85_PBM8Y.txt,29.050311262156292,43.537343862642146,43.31893261229236,65.60065132528004
